time,ballDis,ballDir,goalDis,goalDir,goalSide,teammateOneDis,teammateOneDir,teammateTwoDis,teammateTwoDir,teammateThreeDis,teammateThreeDir,teammateFourDis,teammateFourDir,opponentOneDis,opponentOneDir,opponentTwoDis,opponentTwoDir,opponentThreeDis,opponentThreeDir,opponentFourDis,opponentFourDir,opponentFiveDis,opponentFiveDir,ActionType,ActionPower,ActionAngle
5396,2.7,0,23.1,6,1,999,999,999,999,999,999,999,999,0.6,114,0.7,169,1.3,170,2.7,169,999,999,dash,27,
5390,2.7,1,23.1,8,1,999,999,999,999,999,999,999,999,0.6,144,1.3,177,2.2,176,999,999,999,999,turn,,1
5391,2.7,1,23.1,7,1,999,999,999,999,999,999,999,999,0.6,140,1.1,175,2.2,175,999,999,999,999,turn,,1
5393,2.7,1,23.1,7,1,999,999,999,999,999,999,999,999,0.6,121,0.8,168,2.2,173,2.7,171,999,999,turn,,1
1427,2.7,0,21.5,-29,1,999,999,999,999,999,999,999,999,0.6,-84,0.7,-136,0.8,98,0.9,-33,1.1,-65,dash,27,
4057,2.7,0,21.5,27,0,0.6,10,1.1,-16,1.5,8,999,999,0.6,72,999,999,999,999,999,999,999,999,dash,27,
4057,2.7,0,21.5,27,0,0.7,11,1.1,-19,1.6,6,999,999,0.7,66,999,999,999,999,999,999,999,999,dash,27,
4057,2.7,1,21.5,28,0,0.6,12,1,-17,1.6,7,999,999,0.7,67,999,999,999,999,999,999,999,999,turn,,1
1429,2.7,0,21.3,-29,1,999,999,999,999,999,999,999,999,0.6,-99,0.9,-144,1.1,-71,1.2,0,1.5,-23,dash,27,
1430,2.7,0,21.3,-29,1,999,999,999,999,999,999,999,999,0.6,-91,0.7,-144,0.9,105,1.1,-63,1.2,0,dash,27,
4057,2.7,0,21.3,27,0,0.6,16,0.9,-21,1.6,6,999,999,0.7,78,999,999,999,999,999,999,999,999,dash,27,
4057,2.7,0,21.3,26,0,0.7,16,0.9,-23,1.6,7,999,999,0.7,63,999,999,999,999,999,999,999,999,dash,27,
4057,2.7,1,21.3,27,0,0.6,21,0.9,-20,1.6,8,999,999,0.7,74,999,999,999,999,999,999,999,999,turn,,1
2774,2.7,12,20.7,24,1,0.9,-15,1.3,10,2.2,-3,999,999,1.2,-45,1.6,-10,2,-23,2.2,12,3,-3,turn,,12
2469,2.7,0,20.5,-29,0,1.5,20,999,999,999,999,999,999,0.6,154,1.3,76,999,999,999,999,999,999,dash,27,
3182,2.7,0,20.5,-16,0,1.3,2,999,999,999,999,999,999,0.6,59,0.7,-170,0.9,147,1.2,175,1.6,152,dash,27,
2469,2.7,1,20.5,-27,0,1.5,21,999,999,999,999,999,999,0.6,155,1.3,85,999,999,999,999,999,999,turn,,1
3184,2.7,0,20.3,-16,0,1.3,4,999,999,999,999,999,999,0.6,-170,0.8,144,1.3,174,1.5,150,2.2,140,dash,27,
2009,2.7,0,20.1,-3,1,1.8,-1,999,999,999,999,999,999,0.6,-162,0.7,-102,0.8,149,1.1,-6,1.2,-155,dash,27,
223,2.7,-1,18.9,3,1,0.7,-22,999,999,999,999,999,999,0.6,-155,0.7,-102,1.3,-20,1.6,-161,1.8,-132,turn,,-1
224,2.7,-1,18.9,3,1,0.7,-21,999,999,999,999,999,999,0.6,-157,0.7,-102,1.1,-134,1.2,-20,1.3,-160,turn,,-1
227,2.7,0,18.9,5,1,0.8,-14,999,999,999,999,999,999,0.6,-154,0.7,-90,1.1,-129,1.2,-158,1.3,-17,dash,27,
1741,2.7,0,18.9,0,0,0.7,-10,0.9,28,999,999,999,999,0.6,80,1.2,77,1.3,48,1.5,10,999,999,dash,27,
1742,2.7,0,18.9,0,0,0.7,-10,0.9,30,1.5,44,999,999,0.6,85,1.1,178,1.2,72,1.3,146,1.6,9,dash,27,
1739,2.7,1,18.9,1,0,0.7,-8,0.8,34,999,999,999,999,0.6,80,1.2,78,1.3,48,1.5,13,999,999,turn,,1
1075,2.7,0,18.5,-18,0,999,999,999,999,999,999,999,999,1.6,-173,2.2,-168,3,173,999,999,999,999,dash,27,
815,2.7,0,16.8,8,1,999,999,999,999,999,999,999,999,0.6,28,0.7,-179,0.8,135,1.3,-154,1.6,0,dash,27,
4470,2.7,0,15,-6,1,1,-21,999,999,999,999,999,999,0.6,-57,0.8,17,1,-94,1.2,-57,1.5,-8,dash,27,
4471,2.7,-1,14.9,-6,1,0.8,-26,999,999,999,999,999,999,0.6,-72,1,-101,1.2,-58,1.3,-10,1.8,2,turn,,-1
4473,2.7,-1,14.9,-5,1,0.9,-26,999,999,999,999,999,999,0.6,-125,0.7,-69,1.1,-101,1.2,-55,1.3,-10,turn,,-1
5175,2.7,-1,11.4,-14,0,2,-18,999,999,999,999,999,999,0.6,-63,0.9,1,1.2,-60,1.6,-5,1.8,-53,turn,,-1
5178,2.7,0,11.4,-13,0,2.2,-17,999,999,999,999,999,999,0.6,-48,1,3,1.2,-57,1.3,-20,1.6,-69,dash,27,
2211,2.7,0,3,-7,1,999,999,999,999,999,999,999,999,0.6,138,0.9,11,1,-146,1.6,-157,1.8,-140,dash,27,
2212,2.7,0,3,-7,1,999,999,999,999,999,999,999,999,0.6,138,0.8,-138,1,10,1.3,-179,1.6,-158,dash,27,
1132,2.7,0,2.7,43,0,999,999,999,999,999,999,999,999,1,154,1.5,-155,2,174,2.5,-173,2.7,174,dash,27,
2497,2.7,0,1.9,27,0,999,999,999,999,999,999,999,999,1.6,-178,2.5,165,999,999,999,999,999,999,dash,27,
4089,3,-19,999,999,0,0.7,-31,999,999,999,999,999,999,0.6,-83,1.1,-108,2.5,90,999,999,999,999,turn,,-19
2031,3,-2,999,999,0,999,999,999,999,999,999,999,999,0.6,50,0.7,-112,1.3,76,2,71,999,999,turn,,-2
2067,3,0,999,999,0,0.6,27,999,999,999,999,999,999,0.7,-155,1.6,134,2.7,134,999,999,999,999,dash,30,
2068,3,0,999,999,0,0.7,21,999,999,999,999,999,999,0.7,105,0.8,-157,1.5,131,3,135,999,999,dash,30,
4161,3,0,999,999,0,0.6,2,0.8,-44,1.6,-2,999,999,0.6,67,1.1,21,1.2,84,1.6,67,2.2,6,dash,30,
2889,3,0,59.7,28,0,1.5,3,999,999,999,999,999,999,0.7,18,0.8,76,1,164,1.1,132,1.3,-171,dash,30,
5874,3,0,57.4,-10,0,2,3,999,999,999,999,999,999,0.7,70,1,112,1.1,145,1.2,51,1.5,89,dash,30,
5876,3,0,57.4,-10,0,2,4,999,999,999,999,999,999,0.6,11,0.7,66,1,110,1.2,148,1.3,86,dash,30,
5879,3,0,57.4,-10,0,1.8,4,999,999,999,999,999,999,0.6,0,0.7,52,0.8,96,1,145,1.3,116,dash,30,
5873,3,2,57.4,-8,0,2,5,999,999,999,999,999,999,0.6,28,0.7,81,1,114,1.1,147,1.5,92,turn,,2
655,3,0,55.7,-2,1,1,20,999,999,999,999,999,999,2.5,169,3,-175,12.2,9,999,999,999,999,dash,30,
656,3,0,55.7,-2,1,1.1,19,999,999,999,999,999,999,2.2,169,2.5,-174,12.2,9,999,999,999,999,dash,30,
1282,3,0,55.7,8,1,0.6,-40,1.2,-2,1.8,-6,999,999,0.7,-92,12.2,-27,999,999,999,999,999,999,dash,30,
1283,3,0,55.7,8,1,0.7,-29,1.2,-2,1.8,-6,999,999,0.7,-79,12.2,-27,999,999,999,999,999,999,dash,30,
1894,3,0,55.7,2,1,2,-3,999,999,999,999,999,999,0.6,-162,0.7,-111,1.2,163,11,36,12.2,-7,dash,30,
4305,3,0,55.7,2,1,999,999,999,999,999,999,999,999,0.9,-170,1.8,-155,2,175,11,36,12.2,21,dash,30,
4894,3,0,55.7,2,1,1.2,-6,999,999,999,999,999,999,0.7,-144,1.6,-160,2.2,-177,12.2,-2,999,999,dash,30,
100,3,0,55.1,29,1,1.3,-7,999,999,999,999,999,999,1,-48,1.2,-134,1.6,-50,12.2,2,999,999,dash,30,
946,3,0,54.1,15,0,0.9,8,999,999,999,999,999,999,0.6,-39,0.7,-135,1.2,-154,1.5,-179,1.8,165,dash,30,
947,3,0,54.1,15,0,1.1,6,999,999,999,999,999,999,0.6,-38,0.7,-134,1.2,-152,1.8,165,2,-162,dash,30,
4330,3,3,53.5,3,1,999,999,999,999,999,999,999,999,1,-177,1.5,-156,1.6,-178,10,25,999,999,turn,,3
3364,3,0,42.9,22,1,0.8,14,1.8,-2,999,999,999,999,0.6,-34,0.7,-88,1.1,-58,1.2,-29,1.6,-53,dash,30,
3377,3,-153,42.5,25,1,0.6,44,1.5,0,999,999,999,999,0.6,-70,0.7,-12,1.1,-38,1.2,-68,1.6,-26,turn,,-153
3365,3,-1,42.5,22,1,0.7,20,1.6,-3,999,999,999,999,0.6,-34,0.7,-99,1.1,-65,1.2,-33,1.6,-57,turn,,-1
3368,3,0,42.5,23,1,0.7,25,1.8,-1,999,999,999,999,0.7,-23,1.2,-57,1.8,-56,2.2,-10,999,999,dash,30,
3476,3,0,39.3,1,0,999,999,999,999,999,999,999,999,0.6,47,1.1,156,1.2,128,1.5,-166,1.6,171,dash,30,
4719,3,-1,35.2,-20,0,999,999,999,999,999,999,999,999,1,45,1.1,-166,1.6,104,2,133,2.2,59,turn,,-1
4720,3,-1,35.2,-20,0,1,44,999,999,999,999,999,999,0.9,-163,1,100,1.6,129,2,73,2.2,57,turn,,-1
4723,3,0,34.8,-18,0,1,38,999,999,999,999,999,999,0.6,-152,0.8,98,1.3,126,1.5,95,2,56,dash,30,
5025,3,0,28.2,10,0,1.3,-21,1.5,0,2.2,-2,999,999,0.6,-7,0.7,-57,0.8,-115,1,-160,2.7,-172,dash,30,
5028,3,0,28.2,10,0,1.2,-20,1.5,2,2,-1,999,999,0.6,-5,0.7,-58,0.8,-160,2.5,-172,999,999,dash,30,
508,3,0,24.5,27,0,1.3,-13,1.8,-22,2,-6,999,999,0.7,-68,1,-136,1.1,-100,1.3,-74,1.5,-117,dash,30,
5385,3,1,23.6,9,1,999,999,999,999,999,999,999,999,0.8,154,1.2,179,3,176,999,999,999,999,turn,,1
5387,3,0,23.3,8,1,999,999,999,999,999,999,999,999,0.7,152,1.3,179,2.5,176,999,999,999,999,dash,30,
3787,3,0,22.6,3,1,0.7,-7,1.1,22,1.5,-2,999,999,0.6,45,0.8,-53,1,80,1.2,-28,1.6,17,dash,30,
1421,3,-1,21.8,-29,1,999,999,999,999,999,999,999,999,0.6,-55,0.7,137,0.9,-134,1.1,-34,1.2,-68,turn,,-1
1423,3,0,21.8,-28,1,999,999,999,999,999,999,999,999,0.6,-54,0.7,79,0.9,-136,1.1,-30,1.2,-60,dash,30,
1424,3,0,21.8,-28,1,999,999,999,999,999,999,999,999,0.6,-54,0.7,-125,0.8,5,1.2,-25,1.5,-1,dash,30,
4057,3,0,21.5,27,0,0.6,7,1.1,-12,1.6,7,999,999,0.6,74,999,999,999,999,999,999,999,999,dash,30,
3179,3,0,20.9,-16,0,1.5,1,999,999,999,999,999,999,0.6,-169,1,153,1.3,175,1.6,150,2.2,142,dash,30,
3178,3,0,20.7,-16,0,1.5,1,999,999,999,999,999,999,0.6,-169,1,153,1.3,175,1.6,150,2.2,142,dash,30,
2469,3,1,20.7,-26,0,1.5,23,999,999,999,999,999,999,0.7,161,1.5,96,999,999,999,999,999,999,turn,,1
2775,3,21,20.7,24,1,0.9,-15,1.2,-44,1.3,10,2.2,-3,1.6,-10,2,-23,2.2,12,3,-3,999,999,turn,,21
2005,3,0,20.3,-3,1,1.8,0,999,999,999,999,999,999,0.6,-165,0.7,136,1.2,-125,1.3,-158,1.6,144,dash,30,
2008,3,-1,20.1,-4,1,1.8,-1,999,999,999,999,999,999,0.6,-166,0.7,143,1.2,-155,1.3,141,1.5,-131,turn,,-1
221,3,0,19.1,3,1,0.7,-17,999,999,999,999,999,999,0.6,-150,1.3,-142,1.5,-16,1.6,-162,1.8,-132,dash,30,
1738,3,0,19.1,1,0,0.9,-5,1.5,42,999,999,999,999,0.6,77,1.1,141,1.2,69,1.5,12,999,999,dash,30,
1735,3,1,19.1,1,0,0.8,-3,999,999,999,999,999,999,0.6,93,1.1,77,1.3,48,999,999,999,999,turn,,1
1072,3,1,18.7,-17,0,999,999,999,999,999,999,999,999,1.6,-171,2.5,-167,999,999,999,999,999,999,turn,,1
809,3,0,17.1,7,1,999,999,999,999,999,999,999,999,0.6,11,0.7,-176,0.9,-57,1,145,1.3,-156,dash,30,
811,3,0,16.9,8,1,999,999,999,999,999,999,999,999,0.6,-123,0.8,179,0.9,138,1.2,-156,1.5,-16,dash,30,
812,3,0,16.9,8,1,999,999,999,999,999,999,999,999,0.6,-116,0.7,128,0.8,177,1,-16,1.1,-147,dash,30,
4464,3,0,15.3,-7,1,0.9,-23,999,999,999,999,999,999,0.6,-65,0.8,16,1,-105,1.2,-50,1.6,-7,dash,30,
4465,3,-1,15.2,-7,1,0.9,-24,999,999,999,999,999,999,0.6,-77,0.7,-144,1.1,-104,1.5,-8,2,0,turn,,-1
4467,3,0,15.2,-6,1,1,-18,999,999,999,999,999,999,0.6,-62,0.7,-142,0.8,17,1.1,-104,1.2,-55,dash,30,
5745,3,0,12.9,-2,1,0.7,20,999,999,999,999,999,999,0.6,-153,0.8,-23,1,59,1.3,-31,1.5,-5,dash,30,
5744,3,0,12.8,-2,1,0.6,24,999,999,999,999,999,999,0.6,-153,0.8,-22,1,59,1.3,-5,2,0,dash,30,
5166,3,-1,11.6,-17,0,2.2,-15,999,999,999,999,999,999,0.6,-53,0.8,7,1.1,-75,1.5,-51,1.6,-27,turn,,-1
5167,3,0,11.6,-16,0,2.2,-14,999,999,999,999,999,999,0.6,-50,0.9,7,1.1,-67,1.2,-22,1.5,-48,dash,30,
5169,3,-2,11.5,-16,0,2,-17,999,999,999,999,999,999,0.6,-65,0.8,1,1.1,-27,1.2,-70,1.6,-52,turn,,-2
5172,3,-1,11.5,-15,0,2.2,-16,999,999,999,999,999,999,0.6,-63,0.9,2,1.2,-61,1.6,-6,1.8,-50,turn,,-1
5173,3,0,11.5,-14,0,2.2,-15,999,999,999,999,999,999,0.6,-62,0.9,3,1.2,-52,1.3,-21,1.6,-4,dash,30,
2209,3,0,3.4,-6,1,999,999,999,999,999,999,999,999,0.7,136,0.8,-139,1.1,9,1.2,179,1.5,-156,dash,30,
5438,3,0,3.2,19,1,999,999,999,999,999,999,999,999,0.7,168,2.5,-179,999,999,999,999,999,999,dash,30,
5438,3,0,3.1,20,1,999,999,999,999,999,999,999,999,0.8,169,2.2,-179,999,999,999,999,999,999,dash,30,
2497,3,0,2.2,24,0,999,999,999,999,999,999,999,999,2,-178,2.5,166,999,999,999,999,999,999,dash,30,
4090,3.3,-6,999,999,0,0.7,-13,999,999,999,999,999,999,0.6,-66,1.1,-90,2.5,107,999,999,999,999,turn,,-6
2065,3.3,0,999,999,0,0.6,31,999,999,999,999,999,999,0.6,-149,0.8,114,1.6,132,3,134,999,999,dash,33,
4159,3.3,0,999,999,0,0.6,0,0.9,-39,1.6,-5,999,999,0.6,65,1.1,17,1.2,89,1.5,67,2.2,5,dash,33,
4162,3.3,0,999,999,0,0.7,0,0.8,-44,1.6,-2,999,999,0.6,67,1.2,79,1.6,66,2.2,6,999,999,dash,33,
2888,3.3,0,59.7,28,0,1.6,4,999,999,999,999,999,999,0.6,-155,0.8,159,0.9,74,1,124,1.5,157,dash,33,
2885,3.3,1,59.7,29,0,1.3,7,999,999,999,999,999,999,0.6,33,0.7,-165,0.9,75,1,139,1.3,163,turn,,1
5870,3.3,0,58,-8,0,2.5,3,999,999,999,999,999,999,0.6,32,0.7,82,1.1,112,1.2,150,1.3,85,dash,33,
5286,3.3,0,56.3,-6,1,0.8,8,999,999,999,999,999,999,0.8,-96,1.1,159,1.6,-172,1.8,155,2,172,dash,33,
1277,3.3,-1,55.7,7,1,1.5,-6,2,-7,999,999,999,999,0.6,-54,1,-109,12.2,-27,999,999,999,999,turn,,-1
4303,3.3,-1,55.7,1,1,999,999,999,999,999,999,999,999,1.2,-170,2,157,2.2,-160,11,35,12.2,20,turn,,-1
653,3.3,0,55.7,-2,1,1,20,999,999,999,999,999,999,3,170,12.2,9,999,999,999,999,999,999,dash,33,
1279,3.3,0,55.7,8,1,0.7,-37,1.6,-5,2.2,-5,999,999,0.8,-84,12.2,-26,999,999,999,999,999,999,dash,33,
1280,3.3,0,55.7,8,1,0.7,-33,1.3,-5,2,-5,999,999,0.8,-88,12.2,-27,999,999,999,999,999,999,dash,33,
1891,3.3,0,55.7,2,1,2.2,-4,999,999,999,999,999,999,0.6,-84,0.7,155,12.2,35,999,999,999,999,dash,33,
1892,3.3,0,55.7,2,1,2.2,-4,999,999,999,999,999,999,0.6,-156,0.7,-100,1,161,11,35,12.2,32,dash,33,
2642,3.3,0,55.7,2,1,1.1,-3,1.6,-13,2.2,1,999,999,0.6,-91,12.2,-7,999,999,999,999,999,999,dash,33,
2643,3.3,0,55.7,2,1,1.1,-4,1.8,-11,2.2,1,999,999,0.6,-90,12.2,-7,999,999,999,999,999,999,dash,33,
3673,3.3,0,55.7,3,1,1,-12,1.5,1,2.5,-3,999,999,0.6,-111,11,44,12.2,-7,999,999,999,999,dash,33,
4893,3.3,0,55.7,2,1,1.2,-5,999,999,999,999,999,999,0.6,-137,1.5,-158,2.2,-178,12.2,-2,999,999,dash,33,
98,3.3,0,55.1,29,1,1.2,-42,1.6,-5,999,999,999,999,1.2,-129,1.8,-48,12.2,1,999,999,999,999,dash,33,
944,3.3,0,54.1,15,0,0.9,6,999,999,999,999,999,999,0.6,-118,0.7,-35,1,-147,1.5,-177,2,168,dash,33,
3362,3.3,0,42.9,22,1,0.9,16,1.8,0,999,999,999,999,0.6,-24,0.7,-94,1.1,-55,1.2,-26,1.6,-49,dash,33,
3472,3.3,0,39.6,1,0,999,999,999,999,999,999,999,999,0.6,66,1.2,124,1.8,172,2,-172,2.5,154,dash,33,
3475,3.3,0,39.6,1,0,999,999,999,999,999,999,999,999,0.7,41,1,152,1.1,120,1.2,-167,1.5,169,dash,33,
3506,3.3,0,37.7,-3,0,999,999,999,999,999,999,999,999,0.6,44,0.9,172,1.2,132,1.3,157,1.6,179,dash,33,
4717,3.3,0,35.5,-20,0,999,999,999,999,999,999,999,999,0.8,-162,1.1,46,1.2,107,1.8,103,2,132,dash,33,
5022,3.3,0,28.8,9,0,1.5,-18,1.8,0,2.5,-1,999,999,0.6,-147,0.8,-54,2.7,-170,999,999,999,999,dash,33,
5019,3.3,1,28.8,10,0,1.3,-19,1.6,2,2.5,0,999,999,0.6,90,0.7,-59,1,-160,3,-170,999,999,turn,,1
5023,3.3,0,28.5,9,0,1.3,-20,1.6,0,2.2,-1,999,999,0.6,96,0.7,-55,0.8,-155,2.7,-171,999,999,dash,33,
505,3.3,-1,24.8,26,0,1.3,-16,2,-21,2.2,-7,999,999,0.8,-55,1,-132,1.2,-105,1.3,-70,1.8,-123,turn,,-1
506,3.3,0,24.8,27,0,1.5,-13,2,-21,2.2,-7,999,999,0.8,-56,1,-133,1.2,-96,1.3,-70,1.6,-118,dash,33,
5384,3.3,0,23.8,9,1,999,999,999,999,999,999,999,999,0.7,153,1.3,179,3,176,999,999,999,999,dash,33,
3781,3.3,0,23.1,3,1,0.6,44,0.7,-11,1.1,14,1.6,-2,0.9,-52,1,82,1.2,-24,1.8,16,2.5,1,dash,33,
3785,3.3,0,22.9,2,1,0.6,40,0.8,-8,1.2,17,1.6,-3,0.9,-50,1,69,1.3,-25,1.8,15,2.2,1,dash,33,
3784,3.3,1,22.9,3,1,0.8,-7,1.2,18,1.5,-2,999,999,0.6,45,0.9,-49,1,81,1.3,-24,1.8,15,turn,,1
4057,3.3,0,22,27,0,0.6,5,1.3,-10,1.8,5,999,999,0.7,61,999,999,999,999,999,999,999,999,dash,33,
4057,3.3,0,21.8,27,0,0.6,5,1.3,-12,1.8,6,999,999,0.6,76,999,999,999,999,999,999,999,999,dash,33,
2469,3.3,0,21.1,-26,0,1.6,22,999,999,999,999,999,999,0.6,156,1.8,100,999,999,999,999,999,999,dash,33,
2469,3.3,0,21.1,-26,0,1.6,23,999,999,999,999,999,999,0.7,106,0.8,161,1.6,98,999,999,999,999,dash,33,
3176,3.3,0,21.1,-16,0,1.5,1,999,999,999,999,999,999,0.6,-170,0.9,150,1.3,172,1.5,149,2.2,146,dash,33,
3172,3.3,1,21.1,-14,0,1.2,4,999,999,999,999,999,999,0.6,46,0.9,-175,1.3,161,2,156,2.7,152,turn,,1
3173,3.3,1,21.1,-14,0,1.2,3,999,999,999,999,999,999,0.6,45,0.9,-175,1.3,161,2,156,2.7,152,turn,,1
2002,3.3,0,20.7,-4,1,2.2,0,999,999,999,999,999,999,0.6,-170,0.7,-113,0.8,138,1.2,-130,1.3,-158,dash,33,
2003,3.3,-1,20.5,-4,1,1.8,-1,999,999,999,999,999,999,0.6,-168,0.7,140,1.1,-131,1.3,-4,1.5,-160,turn,,-1
217,3.3,0,19.7,3,1,0.6,-23,999,999,999,999,999,999,0.6,-83,0.8,-156,1.5,-142,1.6,-14,2,-163,dash,33,
218,3.3,0,19.5,3,1,0.7,-17,999,999,999,999,999,999,0.6,-147,0.7,-66,1.2,-137,1.6,-160,1.8,-13,dash,33,
1727,3.3,0,19.5,3,0,0.6,-9,999,999,999,999,999,999,0.6,71,0.9,138,1.1,92,1.3,49,2,-176,dash,33,
1069,3.3,0,19.3,-17,0,999,999,999,999,999,999,999,999,1.8,-167,2.5,-165,999,999,999,999,999,999,dash,33,
1733,3.3,0,19.3,1,0,0.8,39,0.9,-5,1.5,40,999,999,0.6,166,0.7,107,1.1,81,1.3,16,1.5,157,dash,33,
1729,3.3,1,19.3,3,0,0.7,-4,999,999,999,999,999,999,0.6,67,0.8,135,1.1,90,1.3,48,2,165,turn,,1
1732,3.3,1,19.3,2,0,1,-5,1.5,39,999,999,999,999,0.6,103,0.7,46,1.2,89,1.3,157,999,999,turn,,1
1070,3.3,0,19.1,-17,0,999,999,999,999,999,999,999,999,1.6,-168,2.2,-164,999,999,999,999,999,999,dash,33,
805,3.3,0,17.6,7,1,999,999,999,999,999,999,999,999,0.6,124,0.7,178,1.1,-49,1.2,-150,1.8,-14,dash,33,
806,3.3,0,17.6,7,1,999,999,999,999,999,999,999,999,0.6,124,0.7,177,0.9,5,1,-143,1.1,-42,dash,33,
4459,3.3,0,15.8,-6,1,1.1,-16,999,999,999,999,999,999,0.6,-61,0.9,17,1,-97,1.2,-45,1.6,-6,dash,33,
4461,3.3,0,15.5,-6,1,1,-18,999,999,999,999,999,999,0.6,-62,0.9,17,1,-107,1.2,-52,1.6,-6,dash,33,
5736,3.3,0,13.3,-4,1,0.6,22,999,999,999,999,999,999,0.6,-88,0.7,-165,1,53,1.3,-8,2.5,-1,dash,33,
5738,3.3,-1,13.1,-4,1,0.6,23,999,999,999,999,999,999,0.6,-162,0.7,-106,0.9,64,1.3,-8,2.2,-1,turn,,-1
5739,3.3,-1,13.1,-4,1,0.6,21,999,999,999,999,999,999,0.6,-162,0.7,-105,1,54,1.3,-8,2.2,-1,turn,,-1
5742,3.3,0,13.1,-2,1,0.7,19,999,999,999,999,999,999,0.6,-150,0.7,-73,0.8,-24,1,58,1.5,-6,dash,33,
5158,3.3,-1,11.8,-18,0,2.2,-16,999,999,999,999,999,999,0.6,-72,0.9,-31,1,3,1.2,-86,1.6,-31,turn,,-1
5160,3.3,0,11.8,-17,0,2.2,-14,999,999,999,999,999,999,0.6,-54,1,-24,1.1,-76,1.3,-49,1.6,-84,dash,33,
5161,3.3,-1,11.7,-17,0,2,-17,999,999,999,999,999,999,0.6,-72,1,-28,1.2,-79,1.3,-53,1.6,-29,turn,,-1
5164,3.3,0,11.7,-16,0,2.2,-15,999,999,999,999,999,999,0.6,-54,1,7,1.1,-72,1.5,-48,1.8,-26,dash,33,
5438,3.3,0,3.6,18,1,999,999,999,999,999,999,999,999,0.8,168,3,-179,999,999,999,999,999,999,dash,33,
4172,3.3,1,3.3,-6,0,0.9,19,999,999,999,999,999,999,0.6,162,0.7,-142,1.1,128,1.5,-177,2,148,turn,,1
1132,3.3,0,3.1,35,0,999,999,999,999,999,999,999,999,0.8,146,1.3,-151,1.6,-176,2.2,-174,2.5,-161,dash,33,
4172,3.3,0,3.1,-8,0,1.1,10,999,999,999,999,999,999,0.8,167,0.9,-152,1.6,-179,2,-165,999,999,dash,33,
1464,3.3,0,2.9,-23,1,999,999,999,999,999,999,999,999,0.6,58,0.7,-153,0.9,155,1.2,-178,1.3,-145,dash,33,
4092,3.7,-5,999,999,0,0.7,-7,999,999,999,999,999,999,0.6,-59,1.1,-84,2.2,107,2.7,116,999,999,turn,,-5
4153,3.7,0,999,999,0,0.6,-4,1.1,-25,1.6,-6,999,999,0.6,64,1.2,11,1.3,76,1.6,58,2.5,5,dash,37,
4155,3.7,0,999,999,0,0.6,-3,1.1,-26,1.6,-7,999,999,0.7,53,1.2,11,1.3,83,1.6,63,2.2,5,dash,37,
4156,3.7,0,999,999,0,0.7,-1,1.2,-28,1.6,-7,999,999,0.7,53,1.2,38,1.3,82,1.6,55,2.2,4,dash,37,
2059,3.7,0,75.9,-44,0,0.6,38,999,999,999,999,999,999,0.7,-161,1.2,129,2,132,999,999,999,999,dash,37,
2061,3.7,0,75.9,-44,0,0.6,32,999,999,999,999,999,999,0.6,-151,1.1,125,2.2,136,999,999,999,999,dash,37,
2062,3.7,0,75.9,-44,0,0.7,25,999,999,999,999,999,999,0.6,-152,0.9,110,1.8,130,999,999,999,999,dash,37,
2882,3.7,0,60.3,29,0,1.6,0,999,999,999,999,999,999,0.6,-152,0.7,142,1.1,169,1.5,-170,1.8,168,dash,37,
2883,3.7,0,60.3,29,0,1.8,1,999,999,999,999,999,999,0.6,127,0.7,72,1.2,168,1.5,-171,1.8,167,dash,37,
2880,3.7,1,60.3,30,0,1.6,3,999,999,999,999,999,999,0.6,32,0.8,95,0.9,-165,1,146,1.3,169,turn,,1
5867,3.7,0,58,-8,0,2.5,3,999,999,999,999,999,999,0.7,31,0.8,75,1,139,1.2,112,1.3,72,dash,37,
5868,3.7,0,58,-8,0,2.7,3,999,999,999,999,999,999,0.7,31,0.8,76,1,140,1.1,109,1.3,73,dash,37,
5282,3.7,0,56.8,-6,1,0.7,13,999,999,999,999,999,999,1,-100,1.5,161,1.6,-176,2.2,176,2.5,157,dash,37,
5283,3.7,0,56.8,-6,1,1,9,999,999,999,999,999,999,0.9,-86,1.2,157,1.5,-175,2,175,999,999,dash,37,
649,3.7,0,56.3,-2,1,0.9,29,999,999,999,999,999,999,11,-44,12.2,-22,13.5,10,999,999,999,999,dash,37,
1888,3.7,0,56.3,2,1,2.2,-4,999,999,999,999,999,999,0.6,-96,0.9,-163,1.3,165,12.2,34,999,999,dash,37,
2640,3.7,0,56.3,2,1,1.2,-5,1.8,-10,2.5,1,999,999,0.6,-67,12.2,-6,999,999,999,999,999,999,dash,37,
3670,3.7,0,56.3,3,1,0.9,-13,1.8,1,2.7,-2,999,999,0.6,-114,11,43,12.2,-18,13.5,-7,999,999,dash,37,
3671,3.7,0,56.3,3,1,0.9,-14,1.5,1,2.5,-3,999,999,0.6,-107,11,44,12.2,-7,999,999,999,999,dash,37,
4302,3.7,0,56.3,1,1,999,999,999,999,999,999,999,999,1.1,-169,2,-158,12.2,34,999,999,999,999,dash,37,
4891,3.7,0,56.3,2,1,1.2,-7,999,999,999,999,999,999,0.6,-131,2,-160,12.2,-2,999,999,999,999,dash,37,
650,3.7,1,56.3,-2,1,1,23,999,999,999,999,999,999,12.2,-22,13.5,10,999,999,999,999,999,999,turn,,1
112,3.7,16,54.1,30,1,0.7,-8,999,999,999,999,999,999,0.6,-78,0.8,-133,1,-45,10,2,11,7,turn,,16
